to	from	weight
ESE01567_s01133	ESE00018_s00006	0.952
ESE01567_s01133	ESE01535_s01072	0.9444444444444444
ESE01567_s01133	ESE01564_s01113	0.9444444444444444
ESE01567_s01133	ESE01623_s01314	0.9444444444444444
ESE01567_s01133	ESE01841_s01404	0.9444444444444444
ESE01567_s01133	UBOCC-A-112059_s02186	0.9444444444444444
ESE01567_s01133	UBOCC-A-116003_s02281	0.9444444444444444
ESE01567_s01133	LCP06093_SLR83	0.9418604651162791
ESE01567_s01133	ESE01218_s00785	0.9296875
ESE01567_s01133	ESE01543_s01094	0.9375
ESE01567_s01133	ESE02164_s01526	0.952
ESE01567_s01133	ESE02190_s01571	0.952
ESE01567_s01133	ESE00418_s00614	0.9375
ESE01567_s01133	ESE00418_s00615	0.9375
ESE00086_s00092	ESE00019_SLR17	0.6323529411764706
ESE00086_s00092	LCP06093_SLR81	0.6142857142857143
ESE00086_s00092	ESE00958_s00670	0.5512820512820513
ESE00086_s00092	ESE01635_s01331	0.9879518072289156
ESE00086_s00092	ESE01543_s01111	0.39759036144578314
ESE00086_s00092	LMA421_s02055	0.5375
ESE00019_SLR12	ESE00418_SLR39	0.5606060606060606
ESE00019_SLR12	ESE01543_SLR46	0.5606060606060606
ESE00019_SLR12	LCP06093_SLR84	0.5454545454545454
ESE00019_SLR12	LCP05531_SLR68	0.9090909090909091
ESE00019_SLR10	LCP05531_SLR70	0.35655737704918034
ESE00019_SLR10	ESE01543_SLR58	0.7104377104377104
ESE00019_SLR10	LCP06093_SLR91	0.9730639730639731
ESE00019_SLR10	LCP05531_SLR62	0.32323232323232326
ESE00019_SLR10	ESE00418_SLR33	0.7037037037037037
LCP06093_SLR80	ESE00019_SLR18	0.9411764705882353
ESE01543_SLR51	ESE00019_SLR14	0.6492693110647182
ESE01543_SLR51	ESE00019_SLR4	0.42105263157894735
ESE01543_SLR51	LCP06093_SLR82	0.37305699481865284
ESE01543_SLR51	ESE00418_SLR38	0.35824175824175825
ESE00019_SLR14	ESE01543_SLR44	0.36875
ESE00019_SLR14	LCP06093_SLR78	0.5045045045045045
ESE00019_SLR14	LCP06093_SLR82	0.8238341968911918
ESE00019_SLR14	ESE00418_SLR38	0.45054945054945056
ESE00019_s00033	LCP05531_SLR71	1.0
ESE00019_s00033	ESE01261_s00804	1.0
ESE00019_s00033	LCP6622_s01953	1.0
ESE00019_s00033	ESE00139_s00245	0.9917355371900827
ESE00019_s00033	ESE01587_s01161	0.9917355371900827
ESE00019_s00033	ESE01617_s01276	0.9917355371900827
ESE00019_s00033	ESE00125_s00183	1.0
ESE00019_s00033	ESE00960_s00681	1.0
ESE00019_s00033	ESE01393_s00869	1.0
ESE00019_s00033	ESE01417_s00945	1.0
ESE00019_s00033	ESE01521_s01009	1.0
ESE00019_s00033	ESE01592_s01222	1.0
ESE00019_s00033	ESE01619_s01300	1.0
ESE00019_s00033	ESE01653_s01348	1.0
ESE00019_s00033	ESE01892_s01423	1.0
ESE00019_s00033	LCP5496_s01742	1.0
ESE00019_s00033	ESE00553_s00638	1.0
ESE00019_s00033	ESE01527_s01054	1.0
ESE00019_s00033	ESE01696_s01387	1.0
ESE00019_s00033	ESE00018_s00006	0.9917355371900827
ESE00019_s00033	ESE01535_s01072	0.9917355371900827
ESE00019_s00033	ESE01564_s01113	0.9917355371900827
ESE00019_s00033	ESE01623_s01314	0.9917355371900827
ESE00019_s00033	ESE01841_s01404	0.9917355371900827
ESE00019_s00033	UBOCC-A-112059_s02186	0.9917355371900827
ESE00019_s00033	UBOCC-A-116003_s02281	0.9917355371900827
ESE00019_s00033	LCP06093_SLR83	0.9534883720930233
ESE00019_s00033	ESE01218_s00785	0.9917355371900827
ESE00019_s00033	ESE01543_s01094	1.0
ESE00019_s00033	ESE02164_s01526	0.9917355371900827
ESE00019_s00033	ESE02190_s01571	0.9917355371900827
ESE00019_s00033	ESE00418_s00614	1.0
ESE00019_s00033	ESE00418_s00615	1.0
LCP05531_SLR71	ESE01261_s00804	1.0
LCP05531_SLR71	LCP6622_s01953	1.0
LCP05531_SLR71	ESE00139_s00245	0.9917355371900827
LCP05531_SLR71	ESE01587_s01161	0.9917355371900827
LCP05531_SLR71	ESE01617_s01276	0.9917355371900827
LCP05531_SLR71	ESE00125_s00183	1.0
LCP05531_SLR71	ESE00960_s00681	1.0
LCP05531_SLR71	ESE01393_s00869	1.0
LCP05531_SLR71	ESE01417_s00945	1.0
LCP05531_SLR71	ESE01521_s01009	1.0
LCP05531_SLR71	ESE01592_s01222	1.0
LCP05531_SLR71	ESE01619_s01300	1.0
LCP05531_SLR71	ESE01653_s01348	1.0
LCP05531_SLR71	ESE01892_s01423	1.0
LCP05531_SLR71	LCP5496_s01742	1.0
LCP05531_SLR71	ESE00553_s00638	1.0
LCP05531_SLR71	ESE01527_s01054	1.0
LCP05531_SLR71	ESE01696_s01387	1.0
LCP05531_SLR71	ESE00018_s00006	0.9917355371900827
LCP05531_SLR71	ESE01535_s01072	0.9917355371900827
LCP05531_SLR71	ESE01564_s01113	0.9917355371900827
LCP05531_SLR71	ESE01623_s01314	0.9917355371900827
LCP05531_SLR71	ESE01841_s01404	0.9917355371900827
LCP05531_SLR71	UBOCC-A-112059_s02186	0.9917355371900827
LCP05531_SLR71	UBOCC-A-116003_s02281	0.9917355371900827
LCP05531_SLR71	LCP06093_SLR83	0.9534883720930233
LCP05531_SLR71	ESE01218_s00785	0.9917355371900827
LCP05531_SLR71	ESE01543_s01094	1.0
LCP05531_SLR71	ESE02164_s01526	0.9917355371900827
LCP05531_SLR71	ESE02190_s01571	0.9917355371900827
LCP05531_SLR71	ESE00418_s00614	1.0
LCP05531_SLR71	ESE00418_s00615	1.0
ESE01261_s00804	LCP6622_s01953	1.0
ESE01261_s00804	ESE00139_s00245	0.9917355371900827
ESE01261_s00804	ESE01587_s01161	0.9917355371900827
ESE01261_s00804	ESE01617_s01276	0.9917355371900827
ESE01261_s00804	ESE00125_s00183	1.0
ESE01261_s00804	ESE00960_s00681	1.0
ESE01261_s00804	ESE01393_s00869	1.0
ESE01261_s00804	ESE01417_s00945	1.0
ESE01261_s00804	ESE01521_s01009	1.0
ESE01261_s00804	ESE01592_s01222	1.0
ESE01261_s00804	ESE01619_s01300	1.0
ESE01261_s00804	ESE01653_s01348	1.0
ESE01261_s00804	ESE01892_s01423	1.0
ESE01261_s00804	LCP5496_s01742	1.0
ESE01261_s00804	ESE00553_s00638	1.0
ESE01261_s00804	ESE01527_s01054	1.0
ESE01261_s00804	ESE01696_s01387	1.0
ESE01261_s00804	ESE00018_s00006	0.9917355371900827
ESE01261_s00804	ESE01535_s01072	0.9917355371900827
ESE01261_s00804	ESE01564_s01113	0.9917355371900827
ESE01261_s00804	ESE01623_s01314	0.9917355371900827
ESE01261_s00804	ESE01841_s01404	0.9917355371900827
ESE01261_s00804	UBOCC-A-112059_s02186	0.9917355371900827
ESE01261_s00804	UBOCC-A-116003_s02281	0.9917355371900827
ESE01261_s00804	LCP06093_SLR83	0.9534883720930233
ESE01261_s00804	ESE01218_s00785	0.9917355371900827
ESE01261_s00804	ESE01543_s01094	1.0
ESE01261_s00804	ESE02164_s01526	0.9917355371900827
ESE01261_s00804	ESE02190_s01571	0.9917355371900827
ESE01261_s00804	ESE00418_s00614	1.0
ESE01261_s00804	ESE00418_s00615	1.0
LCP6622_s01953	ESE00139_s00245	0.9917355371900827
LCP6622_s01953	ESE01587_s01161	0.9917355371900827
LCP6622_s01953	ESE01617_s01276	0.9917355371900827
LCP6622_s01953	ESE00125_s00183	1.0
LCP6622_s01953	ESE00960_s00681	1.0
LCP6622_s01953	ESE01393_s00869	1.0
LCP6622_s01953	ESE01417_s00945	1.0
LCP6622_s01953	ESE01521_s01009	1.0
LCP6622_s01953	ESE01592_s01222	1.0
LCP6622_s01953	ESE01619_s01300	1.0
LCP6622_s01953	ESE01653_s01348	1.0
LCP6622_s01953	ESE01892_s01423	1.0
LCP6622_s01953	LCP5496_s01742	1.0
LCP6622_s01953	ESE00553_s00638	1.0
LCP6622_s01953	ESE01527_s01054	1.0
LCP6622_s01953	ESE01696_s01387	1.0
LCP6622_s01953	ESE00018_s00006	0.9917355371900827
LCP6622_s01953	ESE01535_s01072	0.9917355371900827
LCP6622_s01953	ESE01564_s01113	0.9917355371900827
LCP6622_s01953	ESE01623_s01314	0.9917355371900827
LCP6622_s01953	ESE01841_s01404	0.9917355371900827
LCP6622_s01953	UBOCC-A-112059_s02186	0.9917355371900827
LCP6622_s01953	UBOCC-A-116003_s02281	0.9917355371900827
LCP6622_s01953	LCP06093_SLR83	0.9534883720930233
LCP6622_s01953	ESE01218_s00785	0.9917355371900827
LCP6622_s01953	ESE01543_s01094	1.0
LCP6622_s01953	ESE02164_s01526	0.9917355371900827
LCP6622_s01953	ESE02190_s01571	0.9917355371900827
LCP6622_s01953	ESE00418_s00614	1.0
LCP6622_s01953	ESE00418_s00615	1.0
ESE01543_SLR55	ESE01543_SLR56	0.5263157923946247
ESE01543_SLR55	ESE00418_SLR28	0.5263157923946247
ESE01543_SLR55	LCP05531_s01802	0.5263157923946247
ESE01543_SLR55	ESE00418_SLR41	0.555555563940797
ESE01543_SLR55	ESE00019_SLR3	0.5263157923946247
ESE01543_SLR55	ESE00019_SLR9	0.5263157923946247
ESE01543_SLR55	ESE00019_SLR8	0.5263157923946247
ESE01543_SLR55	ESE01543_SLR43	0.4736842131551622
ESE01543_SLR44	ESE00019_SLR4	0.41228070175438597
ESE01543_SLR44	LCP06093_SLR79	0.325
ESE01543_SLR44	LCP06093_SLR78	0.4375
ESE01543_SLR44	ESE00418_SLR38	0.63125
ESE00090_s00157	LCP5327_s01721	0.3670886075949367
ESE01594_s01235	ESE01543_SLR46	0.5238095238095238
ESE00139_s00245	ESE01587_s01161	1.0
ESE00139_s00245	ESE01617_s01276	1.0
ESE00139_s00245	ESE00125_s00183	1.0
ESE00139_s00245	ESE00960_s00681	1.0
ESE00139_s00245	ESE01393_s00869	1.0
ESE00139_s00245	ESE01417_s00945	1.0
ESE00139_s00245	ESE01521_s01009	1.0
ESE00139_s00245	ESE01592_s01222	1.0
ESE00139_s00245	ESE01619_s01300	1.0
ESE00139_s00245	ESE01653_s01348	1.0
ESE00139_s00245	ESE01892_s01423	1.0
ESE00139_s00245	LCP5496_s01742	1.0
ESE00139_s00245	ESE00553_s00638	1.0
ESE00139_s00245	ESE01527_s01054	1.0
ESE00139_s00245	ESE01696_s01387	1.0
ESE00139_s00245	ESE00018_s00006	0.992
ESE00139_s00245	ESE01535_s01072	1.0
ESE00139_s00245	ESE01564_s01113	1.0
ESE00139_s00245	ESE01623_s01314	1.0
ESE00139_s00245	ESE01841_s01404	1.0
ESE00139_s00245	UBOCC-A-112059_s02186	1.0
ESE00139_s00245	UBOCC-A-116003_s02281	1.0
ESE00139_s00245	LCP06093_SLR83	0.9418604651162791
ESE00139_s00245	ESE01218_s00785	1.0
ESE00139_s00245	ESE01543_s01094	0.96
ESE00139_s00245	ESE02164_s01526	0.992
ESE00139_s00245	ESE02190_s01571	0.992
ESE00139_s00245	ESE00418_s00614	1.0
ESE00139_s00245	ESE00418_s00615	1.0
ESE01587_s01161	ESE01617_s01276	1.0
ESE01587_s01161	ESE00125_s00183	1.0
ESE01587_s01161	ESE00960_s00681	1.0
ESE01587_s01161	ESE01393_s00869	1.0
ESE01587_s01161	ESE01417_s00945	1.0
ESE01587_s01161	ESE01521_s01009	1.0
ESE01587_s01161	ESE01592_s01222	1.0
ESE01587_s01161	ESE01619_s01300	1.0
ESE01587_s01161	ESE01653_s01348	1.0
ESE01587_s01161	ESE01892_s01423	1.0
ESE01587_s01161	LCP5496_s01742	1.0
ESE01587_s01161	ESE00553_s00638	1.0
ESE01587_s01161	ESE01527_s01054	1.0
ESE01587_s01161	ESE01696_s01387	1.0
ESE01587_s01161	ESE00018_s00006	0.992
ESE01587_s01161	ESE01535_s01072	1.0
ESE01587_s01161	ESE01564_s01113	1.0
ESE01587_s01161	ESE01623_s01314	1.0
ESE01587_s01161	ESE01841_s01404	1.0
ESE01587_s01161	UBOCC-A-112059_s02186	1.0
ESE01587_s01161	UBOCC-A-116003_s02281	1.0
ESE01587_s01161	LCP06093_SLR83	0.9418604651162791
ESE01587_s01161	ESE01218_s00785	1.0
ESE01587_s01161	ESE01543_s01094	0.96
ESE01587_s01161	ESE02164_s01526	0.992
ESE01587_s01161	ESE02190_s01571	0.992
ESE01587_s01161	ESE00418_s00614	1.0
ESE01587_s01161	ESE00418_s00615	1.0
ESE01617_s01276	ESE00125_s00183	1.0
ESE01617_s01276	ESE00960_s00681	1.0
ESE01617_s01276	ESE01393_s00869	1.0
ESE01617_s01276	ESE01417_s00945	1.0
ESE01617_s01276	ESE01521_s01009	1.0
ESE01617_s01276	ESE01592_s01222	1.0
ESE01617_s01276	ESE01619_s01300	1.0
ESE01617_s01276	ESE01653_s01348	1.0
ESE01617_s01276	ESE01892_s01423	1.0
ESE01617_s01276	LCP5496_s01742	1.0
ESE01617_s01276	ESE00553_s00638	1.0
ESE01617_s01276	ESE01527_s01054	1.0
ESE01617_s01276	ESE01696_s01387	1.0
ESE01617_s01276	ESE00018_s00006	0.992
ESE01617_s01276	ESE01535_s01072	1.0
ESE01617_s01276	ESE01564_s01113	1.0
ESE01617_s01276	ESE01623_s01314	1.0
ESE01617_s01276	ESE01841_s01404	1.0
ESE01617_s01276	UBOCC-A-112059_s02186	1.0
ESE01617_s01276	UBOCC-A-116003_s02281	1.0
ESE01617_s01276	LCP06093_SLR83	0.9418604651162791
ESE01617_s01276	ESE01218_s00785	1.0
ESE01617_s01276	ESE01543_s01094	0.96
ESE01617_s01276	ESE02164_s01526	0.992
ESE01617_s01276	ESE02190_s01571	0.992
ESE01617_s01276	ESE00418_s00614	1.0
ESE01617_s01276	ESE00418_s00615	1.0
ESE00418_s00621	ESE01587_s01167	1.0
ESE00125_s00183	ESE00960_s00681	1.0
ESE00125_s00183	ESE01393_s00869	1.0
ESE00125_s00183	ESE01417_s00945	1.0
ESE00125_s00183	ESE01521_s01009	1.0
ESE00125_s00183	ESE01592_s01222	1.0
ESE00125_s00183	ESE01619_s01300	1.0
ESE00125_s00183	ESE01653_s01348	1.0
ESE00125_s00183	ESE01892_s01423	1.0
ESE00125_s00183	LCP5496_s01742	1.0
ESE00125_s00183	ESE00553_s00638	1.0
ESE00125_s00183	ESE01527_s01054	1.0
ESE00125_s00183	ESE01696_s01387	1.0
ESE00125_s00183	ESE00018_s00006	1.0
ESE00125_s00183	ESE01535_s01072	0.9920634920634921
ESE00125_s00183	ESE01564_s01113	0.9920634920634921
ESE00125_s00183	ESE01623_s01314	0.9920634920634921
ESE00125_s00183	ESE01841_s01404	0.9920634920634921
ESE00125_s00183	UBOCC-A-112059_s02186	0.9920634920634921
ESE00125_s00183	UBOCC-A-116003_s02281	0.9920634920634921
ESE00125_s00183	LCP06093_SLR83	0.9534883720930233
ESE00125_s00183	ESE01218_s00785	0.9920634920634921
ESE00125_s00183	ESE01543_s01094	0.9603174603174603
ESE00125_s00183	ESE02164_s01526	1.0
ESE00125_s00183	ESE02190_s01571	1.0
ESE00125_s00183	ESE00418_s00614	1.0
ESE00125_s00183	ESE00418_s00615	1.0
ESE00960_s00681	ESE01393_s00869	1.0
ESE00960_s00681	ESE01417_s00945	1.0
ESE00960_s00681	ESE01521_s01009	1.0
ESE00960_s00681	ESE01592_s01222	1.0
ESE00960_s00681	ESE01619_s01300	1.0
ESE00960_s00681	ESE01653_s01348	1.0
ESE00960_s00681	ESE01892_s01423	1.0
ESE00960_s00681	LCP5496_s01742	1.0
ESE00960_s00681	ESE00553_s00638	1.0
ESE00960_s00681	ESE01527_s01054	1.0
ESE00960_s00681	ESE01696_s01387	1.0
ESE00960_s00681	ESE00018_s00006	1.0
ESE00960_s00681	ESE01535_s01072	0.9920634920634921
ESE00960_s00681	ESE01564_s01113	0.9920634920634921
ESE00960_s00681	ESE01623_s01314	0.9920634920634921
ESE00960_s00681	ESE01841_s01404	0.9920634920634921
ESE00960_s00681	UBOCC-A-112059_s02186	0.9920634920634921
ESE00960_s00681	UBOCC-A-116003_s02281	0.9920634920634921
ESE00960_s00681	LCP06093_SLR83	0.9534883720930233
ESE00960_s00681	ESE01218_s00785	0.9920634920634921
ESE00960_s00681	ESE01543_s01094	0.9603174603174603
ESE00960_s00681	ESE02164_s01526	1.0
ESE00960_s00681	ESE02190_s01571	1.0
ESE00960_s00681	ESE00418_s00614	1.0
ESE00960_s00681	ESE00418_s00615	1.0
ESE01393_s00869	ESE01417_s00945	1.0
ESE01393_s00869	ESE01521_s01009	1.0
ESE01393_s00869	ESE01592_s01222	1.0
ESE01393_s00869	ESE01619_s01300	1.0
ESE01393_s00869	ESE01653_s01348	1.0
ESE01393_s00869	ESE01892_s01423	1.0
ESE01393_s00869	LCP5496_s01742	1.0
ESE01393_s00869	ESE00553_s00638	1.0
ESE01393_s00869	ESE01527_s01054	1.0
ESE01393_s00869	ESE01696_s01387	1.0
ESE01393_s00869	ESE00018_s00006	1.0
ESE01393_s00869	ESE01535_s01072	0.9920634920634921
ESE01393_s00869	ESE01564_s01113	0.9920634920634921
ESE01393_s00869	ESE01623_s01314	0.9920634920634921
ESE01393_s00869	ESE01841_s01404	0.9920634920634921
ESE01393_s00869	UBOCC-A-112059_s02186	0.9920634920634921
ESE01393_s00869	UBOCC-A-116003_s02281	0.9920634920634921
ESE01393_s00869	LCP06093_SLR83	0.9534883720930233
ESE01393_s00869	ESE01218_s00785	0.9920634920634921
ESE01393_s00869	ESE01543_s01094	0.9603174603174603
ESE01393_s00869	ESE02164_s01526	1.0
ESE01393_s00869	ESE02190_s01571	1.0
ESE01393_s00869	ESE00418_s00614	1.0
ESE01393_s00869	ESE00418_s00615	1.0
ESE01417_s00945	ESE01521_s01009	1.0
ESE01417_s00945	ESE01592_s01222	1.0
ESE01417_s00945	ESE01619_s01300	1.0
ESE01417_s00945	ESE01653_s01348	1.0
ESE01417_s00945	ESE01892_s01423	1.0
ESE01417_s00945	LCP5496_s01742	1.0
ESE01417_s00945	ESE00553_s00638	1.0
ESE01417_s00945	ESE01527_s01054	1.0
ESE01417_s00945	ESE01696_s01387	1.0
ESE01417_s00945	ESE00018_s00006	1.0
ESE01417_s00945	ESE01535_s01072	0.9920634920634921
ESE01417_s00945	ESE01564_s01113	0.9920634920634921
ESE01417_s00945	ESE01623_s01314	0.9920634920634921
ESE01417_s00945	ESE01841_s01404	0.9920634920634921
ESE01417_s00945	UBOCC-A-112059_s02186	0.9920634920634921
ESE01417_s00945	UBOCC-A-116003_s02281	0.9920634920634921
ESE01417_s00945	LCP06093_SLR83	0.9534883720930233
ESE01417_s00945	ESE01218_s00785	0.9920634920634921
ESE01417_s00945	ESE01543_s01094	0.9603174603174603
ESE01417_s00945	ESE02164_s01526	1.0
ESE01417_s00945	ESE02190_s01571	1.0
ESE01417_s00945	ESE00418_s00614	1.0
ESE01417_s00945	ESE00418_s00615	1.0
ESE01521_s01009	ESE01592_s01222	1.0
ESE01521_s01009	ESE01619_s01300	1.0
ESE01521_s01009	ESE01653_s01348	1.0
ESE01521_s01009	ESE01892_s01423	1.0
ESE01521_s01009	LCP5496_s01742	1.0
ESE01521_s01009	ESE00553_s00638	1.0
ESE01521_s01009	ESE01527_s01054	1.0
ESE01521_s01009	ESE01696_s01387	1.0
ESE01521_s01009	ESE00018_s00006	1.0
ESE01521_s01009	ESE01535_s01072	0.9920634920634921
ESE01521_s01009	ESE01564_s01113	0.9920634920634921
ESE01521_s01009	ESE01623_s01314	0.9920634920634921
ESE01521_s01009	ESE01841_s01404	0.9920634920634921
ESE01521_s01009	UBOCC-A-112059_s02186	0.9920634920634921
ESE01521_s01009	UBOCC-A-116003_s02281	0.9920634920634921
ESE01521_s01009	LCP06093_SLR83	0.9534883720930233
ESE01521_s01009	ESE01218_s00785	0.9920634920634921
ESE01521_s01009	ESE01543_s01094	0.9603174603174603
ESE01521_s01009	ESE02164_s01526	1.0
ESE01521_s01009	ESE02190_s01571	1.0
ESE01521_s01009	ESE00418_s00614	1.0
ESE01521_s01009	ESE00418_s00615	1.0
ESE01592_s01222	ESE01619_s01300	1.0
ESE01592_s01222	ESE01653_s01348	1.0
ESE01592_s01222	ESE01892_s01423	1.0
ESE01592_s01222	LCP5496_s01742	1.0
ESE01592_s01222	ESE00553_s00638	1.0
ESE01592_s01222	ESE01527_s01054	1.0
ESE01592_s01222	ESE01696_s01387	1.0
ESE01592_s01222	ESE00018_s00006	1.0
ESE01592_s01222	ESE01535_s01072	0.9920634920634921
ESE01592_s01222	ESE01564_s01113	0.9920634920634921
ESE01592_s01222	ESE01623_s01314	0.9920634920634921
ESE01592_s01222	ESE01841_s01404	0.9920634920634921
ESE01592_s01222	UBOCC-A-112059_s02186	0.9920634920634921
ESE01592_s01222	UBOCC-A-116003_s02281	0.9920634920634921
ESE01592_s01222	LCP06093_SLR83	0.9534883720930233
ESE01592_s01222	ESE01218_s00785	0.9920634920634921
ESE01592_s01222	ESE01543_s01094	0.9603174603174603
ESE01592_s01222	ESE02164_s01526	1.0
ESE01592_s01222	ESE02190_s01571	1.0
ESE01592_s01222	ESE00418_s00614	1.0
ESE01592_s01222	ESE00418_s00615	1.0
ESE01619_s01300	ESE01653_s01348	1.0
ESE01619_s01300	ESE01892_s01423	1.0
ESE01619_s01300	LCP5496_s01742	1.0
ESE01619_s01300	ESE00553_s00638	1.0
ESE01619_s01300	ESE01527_s01054	1.0
ESE01619_s01300	ESE01696_s01387	1.0
ESE01619_s01300	ESE00018_s00006	1.0
ESE01619_s01300	ESE01535_s01072	0.9920634920634921
ESE01619_s01300	ESE01564_s01113	0.9920634920634921
ESE01619_s01300	ESE01623_s01314	0.9920634920634921
ESE01619_s01300	ESE01841_s01404	0.9920634920634921
ESE01619_s01300	UBOCC-A-112059_s02186	0.9920634920634921
ESE01619_s01300	UBOCC-A-116003_s02281	0.9920634920634921
ESE01619_s01300	LCP06093_SLR83	0.9534883720930233
ESE01619_s01300	ESE01218_s00785	0.9920634920634921
ESE01619_s01300	ESE01543_s01094	0.9603174603174603
ESE01619_s01300	ESE02164_s01526	1.0
ESE01619_s01300	ESE02190_s01571	1.0
ESE01619_s01300	ESE00418_s00614	1.0
ESE01619_s01300	ESE00418_s00615	1.0
ESE01653_s01348	ESE01892_s01423	1.0
ESE01653_s01348	LCP5496_s01742	1.0
ESE01653_s01348	ESE00553_s00638	1.0
ESE01653_s01348	ESE01527_s01054	1.0
ESE01653_s01348	ESE01696_s01387	1.0
ESE01653_s01348	ESE00018_s00006	1.0
ESE01653_s01348	ESE01535_s01072	0.9920634920634921
ESE01653_s01348	ESE01564_s01113	0.9920634920634921
ESE01653_s01348	ESE01623_s01314	0.9920634920634921
ESE01653_s01348	ESE01841_s01404	0.9920634920634921
ESE01653_s01348	UBOCC-A-112059_s02186	0.9920634920634921
ESE01653_s01348	UBOCC-A-116003_s02281	0.9920634920634921
ESE01653_s01348	LCP06093_SLR83	0.9534883720930233
ESE01653_s01348	ESE01218_s00785	0.9920634920634921
ESE01653_s01348	ESE01543_s01094	0.9603174603174603
ESE01653_s01348	ESE02164_s01526	1.0
ESE01653_s01348	ESE02190_s01571	1.0
ESE01653_s01348	ESE00418_s00614	1.0
ESE01653_s01348	ESE00418_s00615	1.0
ESE01892_s01423	LCP5496_s01742	1.0
ESE01892_s01423	ESE00553_s00638	1.0
ESE01892_s01423	ESE01527_s01054	1.0
ESE01892_s01423	ESE01696_s01387	1.0
ESE01892_s01423	ESE00018_s00006	1.0
ESE01892_s01423	ESE01535_s01072	0.9920634920634921
ESE01892_s01423	ESE01564_s01113	0.9920634920634921
ESE01892_s01423	ESE01623_s01314	0.9920634920634921
ESE01892_s01423	ESE01841_s01404	0.9920634920634921
ESE01892_s01423	UBOCC-A-112059_s02186	0.9920634920634921
ESE01892_s01423	UBOCC-A-116003_s02281	0.9920634920634921
ESE01892_s01423	LCP06093_SLR83	0.9534883720930233
ESE01892_s01423	ESE01218_s00785	0.9920634920634921
ESE01892_s01423	ESE01543_s01094	0.9603174603174603
ESE01892_s01423	ESE02164_s01526	1.0
ESE01892_s01423	ESE02190_s01571	1.0
ESE01892_s01423	ESE00418_s00614	1.0
ESE01892_s01423	ESE00418_s00615	1.0
LCP5496_s01742	ESE00553_s00638	1.0
LCP5496_s01742	ESE01527_s01054	1.0
LCP5496_s01742	ESE01696_s01387	1.0
LCP5496_s01742	ESE00018_s00006	1.0
LCP5496_s01742	ESE01535_s01072	0.9920634920634921
LCP5496_s01742	ESE01564_s01113	0.9920634920634921
LCP5496_s01742	ESE01623_s01314	0.9920634920634921
LCP5496_s01742	ESE01841_s01404	0.9920634920634921
LCP5496_s01742	UBOCC-A-112059_s02186	0.9920634920634921
